,location,total_sqft,bath,price,BHK
6644,Uttarahalli,1180.0,2.0,41.3,2
6647,Uttarahalli,1002.0,2.0,40.08,2
6648,Uttarahalli,1002.0,2.0,40.08,2
6649,Uttarahalli,1075.0,2.0,40.0,2
6651,Uttarahalli,1155.0,2.0,40.43,2
6653,Uttarahalli,1025.0,2.0,35.88,2
6654,Uttarahalli,1125.0,2.0,47.65,2
6655,Uttarahalli,1300.0,2.0,55.0,2
6656,Uttarahalli,1025.0,2.0,35.88,2
6657,Uttarahalli,980.0,2.0,45.0,2
6658,Uttarahalli,1125.0,2.0,47.0,2
6663,Uttarahalli,1175.0,2.0,47.0,2
6666,Uttarahalli,1525.0,2.0,62.82,3
6667,Uttarahalli,1265.0,2.0,65.0,3
6670,Uttarahalli,1213.0,2.0,48.0,2
6672,Uttarahalli,900.0,2.0,35.0,2
6673,Uttarahalli,1065.0,2.0,42.6,2
6676,Uttarahalli,1125.0,2.0,47.0,2
6677,Uttarahalli,1270.0,2.0,55.25,3
6678,Uttarahalli,1270.0,2.0,55.25,3
6679,Uttarahalli,1107.0,2.0,45.0,2
6680,Uttarahalli,1200.0,2.0,55.0,2
6682,Uttarahalli,1460.0,3.0,76.0,3
6683,Uttarahalli,1500.0,3.0,68.0,3
6684,Uttarahalli,1120.0,2.0,50.0,2
6685,Uttarahalli,1150.0,2.0,46.0,2
6686,Uttarahalli,1330.0,2.0,58.0,3
6688,Uttarahalli,1050.0,2.0,42.0,2
6689,Uttarahalli,1125.0,2.0,48.0,2
6691,Uttarahalli,1345.0,2.0,57.0,3
6692,Uttarahalli,1345.0,2.0,57.0,3
6694,Uttarahalli,1000.0,2.0,52.0,2
6695,Uttarahalli,1037.0,2.0,36.0,2
6697,Uttarahalli,1000.0,2.0,39.5,2
6698,Uttarahalli,1125.0,1.0,45.0,2
6700,Uttarahalli,1160.0,2.0,40.58,2
6701,Uttarahalli,1123.0,2.0,60.0,2
6703,Uttarahalli,1000.0,2.0,35.0,2
6704,Uttarahalli,1330.0,2.0,57.0,3
6705,Uttarahalli,1125.0,2.0,47.0,2
6706,Uttarahalli,1165.0,1.0,42.09,2
6707,Uttarahalli,1260.0,2.0,55.0,2
6708,Uttarahalli,1284.0,2.0,53.36,2
6709,Uttarahalli,1150.0,2.0,45.99,2
6711,Uttarahalli,1290.0,2.0,56.12,3
6712,Uttarahalli,1328.0,2.0,56.0,3
6713,Uttarahalli,1040.0,2.0,36.4,2
6714,Uttarahalli,1290.0,2.0,56.12,3
6716,Uttarahalli,1075.0,2.0,46.76,2
6717,Uttarahalli,1345.0,2.0,57.0,3
6718,Varthur,1160.0,2.0,44.0,2
6719,Varthur,1385.0,2.0,80.0,2
6721,Varthur,1024.0,2.0,42.0,2
6722,Varthur,1125.0,2.0,40.0,2
6723,Varthur,1112.0,2.0,40.0,2
6724,Varthur,1055.0,2.0,45.35,2
6725,Varthur,1280.0,2.0,65.0,2
6726,Varthur,977.0,2.0,36.0,2
6727,Varthur,1250.0,3.0,71.0,3
6728,Varthur,1200.0,3.0,67.75,3
6729,Varthur,1111.0,2.0,41.88,2
6730,Varthur,1140.0,2.0,55.5,2
6731,Varthur,1012.0,2.0,59.0,2
6732,Varthur,1140.0,2.0,39.9,2
6733,Varthur,1090.0,2.0,48.0,2
6734,Varthur,1450.0,3.0,71.0,3
6735,Varthur,1210.0,2.0,60.0,2
6736,Varthur,1070.0,2.0,46.0,2
6737,Varthur,1360.0,2.0,85.0,3
6738,Varthur,965.0,2.0,34.0,2
6739,Varthur,1120.0,2.0,44.24,2
6740,Varthur,1395.0,2.0,79.0,3
6741,Varthur,1085.0,2.0,45.0,2
6742,Varthur,1250.0,2.0,47.0,2
6743,Varthur,1200.0,3.0,68.38,3
6745,Varthur,1155.0,2.0,60.0,2
6746,Varthur,1035.0,2.0,60.0,2
6747,Varthur,1155.0,2.0,39.0,2
6748,Varthur,1180.0,2.0,55.0,2
6750,Varthur,1738.0,2.0,57.35,2
6751,Varthur,1045.0,2.0,40.65,2
6752,Varthur,1155.0,2.0,39.0,2
6754,Varthur,1210.0,2.0,64.15,2
6756,Varthur,1105.0,2.0,38.0,2
6757,Varthur,1560.0,3.0,90.0,3
6758,Varthur,1760.0,2.0,85.0,2
6759,Varthur,1210.0,2.0,54.0,2
6760,Varthur,1112.0,2.0,40.0,2
6762,Varthur,1000.0,1.0,65.0,2
6764,Varthur Road,900.0,2.0,27.0,2
6765,Varthur Road,1277.0,2.0,59.0,2
6766,Varthur Road,1247.0,2.0,58.0,3
6767,Varthur Road,1050.0,2.0,42.7,2
6768,Varthur Road,1255.0,2.0,52.76,2
6770,Varthur Road,1033.0,2.0,32.0,2
6771,Varthur Road,1140.0,2.0,49.11,2
6772,Varthur Road,850.0,2.0,25.4,2
6773,Vidyaranyapura,1440.0,2.0,95.0,2
6774,Vidyaranyapura,1062.0,2.0,38.0,2
6775,Vidyaranyapura,1200.0,2.0,55.0,2
6776,Vidyaranyapura,1200.0,4.0,90.0,4
6778,Vidyaranyapura,1060.0,2.0,55.0,2
6779,Vidyaranyapura,1100.0,2.0,54.0,2
6780,Vidyaranyapura,1440.0,2.0,70.0,3
6781,Vidyaranyapura,1100.0,2.0,54.0,2
6782,Vidyaranyapura,1000.0,2.0,35.0,2
6784,Vidyaranyapura,1120.0,2.0,70.0,2
6785,Vidyaranyapura,945.0,2.0,40.0,2
6786,Vidyaranyapura,1100.0,2.0,54.0,2
6787,Vidyaranyapura,1200.0,2.0,65.0,3
6788,Vidyaranyapura,1200.0,2.0,52.0,2
6789,Vidyaranyapura,1050.0,2.0,50.0,2
6790,Vidyaranyapura,1188.0,2.0,50.0,2
6791,Vidyaranyapura,1100.0,2.0,75.0,3
6792,Vidyaranyapura,1100.0,2.0,72.0,3
6793,Vidyaranyapura,2400.0,5.0,135.0,4
6794,Vidyaranyapura,1100.0,2.0,41.0,2
6795,Vidyaranyapura,1200.0,2.0,60.5,2
6796,Vidyaranyapura,1200.0,2.0,42.0,2
6797,Vijayanagar,1704.0,3.0,110.0,3
6798,Vijayanagar,1933.0,3.0,129.0,3
6800,Vijayanagar,1450.0,3.0,100.0,3
6801,Vijayanagar,1580.0,2.0,134.0,3
6802,Vijayanagar,1826.0,3.0,121.0,3
6803,Vijayanagar,1739.0,3.0,116.0,3
6804,Vijayanagar,1490.0,3.0,100.0,3
6805,Vijayanagar,1180.0,2.0,65.0,2
6806,Vijayanagar,606.0,1.0,34.78,1
6807,Vijayanagar,1352.0,2.0,68.0,2
6808,Vijayanagar,1527.0,3.0,115.0,3
6809,Vijayanagar,989.0,2.0,60.0,2
6810,Vijayanagar,1520.0,2.0,103.0,3
6811,Vijayanagar,1749.0,3.0,117.0,3
6812,Vijayanagar,1046.0,2.0,75.0,2
6813,Vijayanagar,606.0,1.0,40.0,1
6814,Vijayanagar,1200.0,2.0,62.0,2
6817,Vijayanagar,1760.0,3.0,140.0,3
6818,Vijayanagar,2047.0,3.0,136.0,3
6819,Vijayanagar,1200.0,2.0,75.0,3
6820,Vijayanagar,1178.0,2.0,82.0,2
6821,Vijayanagar,864.0,2.0,45.0,2
6822,Vijayanagar,2100.0,6.0,252.0,4
6823,Vijayanagar,920.0,2.0,60.0,2
6824,Vijayanagar,1019.0,2.0,58.0,2
6825,Vijayanagar,2400.0,6.0,125.0,5
6826,Vijayanagar,1180.0,2.0,86.0,2
6827,Vijayanagar,1046.0,2.0,49.06,2
6828,Vijayanagar,2400.0,2.0,230.0,1
6829,Vijayanagar,492.0,1.0,40.0,1
6831,Vittasandra,1404.0,2.0,71.0,2
6832,Vittasandra,1246.0,2.0,67.0,2
6833,Vittasandra,1404.0,2.0,69.3,2
6834,Vittasandra,1246.0,2.0,67.3,2
6835,Vittasandra,1246.0,2.0,64.5,2
6836,Vittasandra,1246.0,2.0,64.5,2
6837,Vittasandra,1246.0,2.0,68.0,2
6839,Vittasandra,1238.0,2.0,67.0,2
6840,Vittasandra,1404.0,2.0,75.0,2
6841,Vittasandra,1246.0,2.0,65.0,2
6842,Vittasandra,1238.0,2.0,67.0,2
6843,Vittasandra,1246.0,2.0,67.4,2
6844,Vittasandra,1259.0,2.0,67.4,2
6845,Vittasandra,1404.0,2.0,68.8,2
6846,Vittasandra,1246.0,2.0,62.3,2
6847,Vittasandra,1246.0,2.0,63.0,2
6848,Vittasandra,1246.0,2.0,67.4,2
6849,Vittasandra,1246.0,2.0,65.4,2
6851,Vittasandra,1238.0,2.0,67.32,2
6852,Vittasandra,1246.0,2.0,67.4,2
6854,Vittasandra,1246.0,2.0,67.3,2
6855,Vittasandra,1404.0,2.0,70.0,2
6856,Vittasandra,1259.0,2.0,67.48,2
6857,Vittasandra,1404.0,2.0,75.0,2
6859,Vittasandra,1246.0,2.0,67.0,2
6862,Vittasandra,1404.0,2.0,72.0,2
6863,Vittasandra,1246.0,2.0,67.5,2
6864,Vittasandra,1246.0,2.0,67.5,2
6865,Vittasandra,1404.0,2.0,70.0,2
6866,Vittasandra,1246.0,2.0,65.0,2
6867,Vittasandra,1246.0,2.0,67.4,2
6871,Whitefield,1610.0,3.0,81.0,3
6872,Whitefield,1459.0,2.0,94.82,2
6877,Whitefield,1280.0,2.0,75.0,2
6879,Whitefield,1910.0,3.0,161.0,3
6880,Whitefield,3252.0,4.0,230.0,4
6881,Whitefield,11890.0,4.0,700.0,4
6884,Whitefield,1150.0,2.0,70.0,2
6885,Whitefield,1768.0,3.0,101.0,3
6887,Whitefield,1600.0,3.0,86.0,3
6888,Whitefield,4144.0,4.0,315.0,4
6889,Whitefield,4104.0,4.0,360.0,4
6890,Whitefield,1790.0,3.0,100.0,3
6891,Whitefield,1720.0,3.0,100.0,3
6893,Whitefield,1640.0,4.0,91.0,3
6896,Whitefield,2280.0,4.0,126.0,3
6900,Whitefield,1897.0,3.0,130.0,3
6901,Whitefield,2225.0,2.0,125.0,3
6902,Whitefield,4348.5,2.0,304.0,4
6905,Whitefield,2268.0,3.0,163.0,4
6908,Whitefield,2400.0,4.0,200.0,4
6910,Whitefield,1360.0,2.0,95.0,2
6912,Whitefield,1697.0,3.0,94.79,3
6913,Whitefield,5000.0,4.0,400.0,4
6914,Whitefield,3000.0,5.0,250.0,4
6915,Whitefield,1700.0,3.0,115.0,3
6918,Whitefield,2842.0,3.0,162.0,3
6922,Whitefield,1500.0,3.0,130.0,3
6923,Whitefield,1280.0,2.0,75.0,2
6925,Whitefield,1405.0,2.0,78.0,3
6926,Whitefield,2225.0,3.0,115.0,3
6927,Whitefield,1272.0,2.0,95.05,2
6930,Whitefield,1192.0,2.0,71.0,2
6934,Whitefield,1626.0,3.0,89.0,3
6935,Whitefield,1585.0,3.0,88.0,3
6936,Whitefield,665.0,2.0,28.585,1
6938,Whitefield,1280.0,2.0,85.0,2
6939,Whitefield,1200.0,3.0,68.5,3
6940,Whitefield,4000.0,4.0,330.0,4
6941,Whitefield,1697.0,3.0,108.0,3
6943,Whitefield,3606.0,4.0,312.0,4
6944,Whitefield,1485.0,2.0,90.0,2
6945,Whitefield,950.0,1.0,50.0,1
6946,Whitefield,3584.0,4.0,199.0,4
6947,Whitefield,825.0,1.0,45.0,1
6950,Whitefield,1635.0,2.0,85.0,3
6951,Whitefield,1216.0,2.0,79.0,2
6957,Whitefield,920.0,2.0,63.0,2
6959,Whitefield,1170.0,2.0,71.0,2
6960,Whitefield,1118.0,2.0,75.0,2
6961,Whitefield,1800.0,3.0,110.0,3
6962,Whitefield,1562.0,3.0,103.0,3
6965,Whitefield,2321.0,4.0,128.0,3
6966,Whitefield,1320.0,2.0,95.0,2
6969,Whitefield,3010.0,3.0,200.0,3
6970,Whitefield,1346.0,2.0,96.17,2
6971,Whitefield,3850.0,5.0,316.0,3
6975,Whitefield,2500.0,4.0,155.0,4
6976,Whitefield,905.0,1.0,55.0,1
6978,Whitefield,2268.0,3.0,146.0,4
6981,Whitefield,630.5,1.0,32.79,1
6982,Whitefield,3537.0,5.0,210.0,4
6984,Whitefield,1697.0,3.0,115.0,3
6988,Whitefield,3250.0,5.0,290.0,5
6992,Whitefield,1269.0,2.0,75.0,2
6993,Whitefield,3227.0,5.0,250.0,5
6994,Whitefield,1545.0,3.0,79.0,3
6997,Whitefield,3262.0,4.0,260.0,4
6999,Whitefield,1132.0,2.0,79.28,2
7002,Whitefield,2830.0,5.0,160.0,4
7004,Whitefield,1195.0,2.0,70.0,2
7005,Whitefield,3480.0,4.0,284.0,3
7008,Whitefield,709.0,1.0,34.385,1
7010,Whitefield,1320.0,2.0,79.5,2
7011,Whitefield,750.0,2.0,52.7,2
7012,Whitefield,1200.0,3.0,61.96,3
7017,Whitefield,2094.0,2.0,113.19,3
7019,Whitefield,3445.0,5.0,270.0,4
7020,Whitefield,1700.0,3.0,140.0,3
7021,Whitefield,4827.0,4.0,400.0,4
7022,Whitefield,1405.0,2.0,84.5,2
7024,Whitefield,3252.0,4.0,280.0,4
7026,Whitefield,1150.0,2.0,90.0,2
7027,Whitefield,2400.0,4.0,147.0,4
7029,Whitefield,624.0,1.0,35.0,1
7032,Whitefield,1700.0,3.0,95.0,3
7033,Whitefield,4960.0,4.0,400.0,4
7034,Whitefield,2928.0,4.0,198.0,4
7036,Whitefield,2700.0,5.0,175.0,3
7037,Whitefield,1216.0,2.0,84.0,2
7038,Whitefield,2882.0,5.0,204.0,4
7039,Whitefield,1840.0,3.0,140.0,3
7040,Whitefield,1778.0,3.0,122.0,3
7042,Whitefield,650.0,1.0,25.0,1
7043,Whitefield,2155.0,3.0,125.0,4
7044,Whitefield,905.0,1.0,52.0,1
7049,Whitefield,1216.0,2.0,75.0,2
7051,Whitefield,1255.0,2.0,77.0,2
7052,Whitefield,1216.0,2.0,73.0,2
7053,Whitefield,709.0,1.0,34.735,1
7057,Whitefield,1745.0,3.0,100.0,3
7058,Whitefield,3200.0,4.0,224.0,4
7060,Whitefield,825.0,1.0,44.9,1
7064,Whitefield,1870.0,3.0,138.0,3
7067,Whitefield,1862.0,3.0,125.0,3
7068,Whitefield,1655.0,3.0,113.0,3
7069,Whitefield,530.0,1.0,29.44,1
7071,Whitefield,905.0,1.0,50.0,1
7072,Whitefield,1600.0,3.0,82.0,3
7073,Whitefield,1230.0,4.0,80.0,4
7075,Whitefield,630.5,1.0,32.15,1
7076,Whitefield,905.0,1.0,52.0,1
7080,Whitefield,1216.0,2.0,83.0,2
7085,Whitefield,4075.0,5.0,226.0,4
7086,Whitefield,1216.0,2.0,75.0,2
7094,Whitefield,2856.0,5.0,158.5,4
7097,Whitefield,750.0,1.0,51.0,1
7100,Whitefield,1173.0,2.0,77.0,2
7101,Whitefield,1200.0,3.0,68.4,3
7105,Whitefield,3425.0,5.0,250.0,4
7110,Whitefield,2173.0,3.0,128.0,3
7112,Whitefield,905.0,1.0,62.0,1
7113,Whitefield,1870.0,3.0,138.0,3
7114,Whitefield,1320.0,2.0,99.26,2
7115,Whitefield,2901.0,4.0,190.0,3
7116,Whitefield,1485.0,2.0,96.51,2
7117,Whitefield,1755.0,3.0,101.0,3
7119,Whitefield,2225.0,3.0,149.0,3
7120,Whitefield,1250.0,2.0,82.0,2
7122,Whitefield,605.0,1.0,40.0,1
7125,Whitefield,2210.0,3.0,156.0,3
7126,Whitefield,1173.0,2.0,78.2,2
7127,Whitefield,1740.0,4.0,130.0,3
7128,Whitefield,1216.0,2.0,75.0,2
7130,Whitefield,1655.0,3.0,120.0,3
7131,Whitefield,4003.0,6.0,300.0,4
7133,Whitefield,1180.0,2.0,70.0,2
7135,Whitefield,2023.0,4.0,130.0,3
7136,Whitefield,2134.0,4.0,118.0,3
7139,Whitefield,905.0,1.0,60.0,1
7145,Whitefield,1452.0,3.0,90.0,3
7146,Whitefield,2850.0,5.0,240.0,4
7149,Whitefield,2830.0,5.0,190.0,4
7150,Whitefield,1295.0,2.0,78.5,2
7151,Whitefield,840.0,1.0,57.6,1
7152,Whitefield,640.0,1.0,19.83,1
7153,Whitefield,1991.0,3.0,104.0,3
7157,Whitefield,1655.0,3.0,97.0,3
7158,Whitefield,1850.0,3.0,150.0,3
7159,Whitefield,1200.0,3.0,67.77,3
7160,Whitefield,1290.0,2.0,90.0,2
7163,Whitefield,1216.0,2.0,75.0,2
7164,Whitefield,1356.0,2.0,94.84,2
7165,Whitefield,1338.0,2.0,103.0,2
7168,Whitefield,3450.0,4.0,208.0,3
7172,Whitefield,1267.0,2.0,90.33,2
7173,Whitefield,2400.0,4.0,143.0,4
7174,Whitefield,1836.0,3.0,125.0,3
7176,Whitefield,3596.0,3.0,200.0,3
7177,Whitefield,1275.0,2.0,65.0,3
7180,Whitefield,1216.0,2.0,82.0,2
7181,Whitefield,1495.0,3.0,88.0,2
7182,Whitefield,1564.0,3.0,103.0,3
7183,Whitefield,1585.0,3.0,84.0,3
7186,Whitefield,1558.0,3.0,90.0,3
7187,Whitefield,1216.0,2.0,75.0,2
7189,Whitefield,1704.0,3.0,120.0,3
7191,Whitefield,1256.0,2.0,73.0,2
7194,Whitefield,1300.0,2.0,78.0,2
7195,Whitefield,1570.0,3.0,88.0,3
7196,Whitefield,1216.0,2.0,84.03,2
7198,Whitefield,1216.0,2.0,72.5,2
7200,Whitefield,2025.0,4.0,115.0,3
7201,Whitefield,1346.0,2.0,100.0,3
7205,Whitefield,2990.0,3.0,198.0,4
7208,Whitefield,1720.0,3.0,98.97,3
7209,Whitefield,1600.0,3.0,95.0,3
7210,Whitefield,1655.0,3.0,108.0,3
7211,Whitefield,1740.0,3.0,95.0,3
7213,Whitefield,1350.0,2.0,88.0,2
7215,Whitefield,1216.0,2.0,80.0,2
7216,Whitefield,2900.0,4.0,225.0,4
7217,Whitefield,1340.0,2.0,101.0,2
7219,Whitefield,1500.0,3.0,78.57,3
7220,Whitefield,1626.0,3.0,85.0,3
7222,Whitefield,1100.0,2.0,65.0,2
7224,Whitefield,1270.0,2.0,65.0,3
7225,Whitefield,3117.0,3.0,261.0,3
7226,Whitefield,1216.0,2.0,73.0,2
7228,Whitefield,3150.0,3.0,290.0,3
7230,Whitefield,2956.0,5.0,234.0,4
7234,Whitefield,2247.0,3.0,145.0,3
7235,Whitefield,3940.0,5.0,265.0,4
7237,Whitefield,1160.0,2.0,67.0,2
7239,Whitefield,1180.0,2.0,77.0,2
7240,Whitefield,2140.0,3.0,139.0,3
7241,Whitefield,1314.0,2.0,84.0,2
7248,Whitefield,1431.0,3.0,85.0,3
7249,Whitefield,524.0,1.0,29.0,1
7250,Whitefield,2830.0,4.0,161.0,4
7251,Whitefield,2135.0,3.0,149.0,4
7253,Whitefield,3075.0,2.0,188.0,4
7254,Whitefield,1760.0,3.0,160.0,3
7255,Whitefield,1655.0,3.0,110.0,3
7256,Whitefield,840.0,1.0,57.0,1
7257,Whitefield,1725.0,3.0,106.0,3
7260,Whitefield,516.0,1.0,39.0,1
7262,Whitefield,6000.0,4.0,410.0,4
7263,Whitefield,1639.0,3.0,107.0,3
7264,Whitefield,1820.0,3.0,113.0,3
7266,Whitefield,3565.0,4.0,218.0,4
7267,Whitefield,3410.0,5.0,253.0,4
7270,Whitefield,4500.0,4.0,330.0,4
7271,Whitefield,1250.0,2.0,85.0,2
7273,Whitefield,1277.0,2.0,77.0,2
7274,Whitefield,1820.0,3.0,140.0,3
7275,Whitefield,3453.0,4.0,247.0,4
7281,Whitefield,2280.0,4.0,125.0,3
7282,Whitefield,2882.0,5.0,200.0,4
7284,Whitefield,1639.5,3.0,92.63,3
7287,Whitefield,1190.0,2.0,70.0,2
7289,Whitefield,1270.0,2.0,94.0,2
7290,Whitefield,1220.0,2.0,89.0,2
7293,Whitefield,3758.0,3.0,300.0,3
7298,Whitefield,1216.0,2.0,72.0,2
7300,Whitefield,5400.0,5.0,475.0,4
7301,Whitefield,1396.0,3.0,74.0,3
7310,Whitefield,1615.0,3.0,96.9,3
7316,Whitefield,1200.0,2.0,70.0,2
7319,Whitefield,1216.0,2.0,75.0,2
7321,Whitefield,2321.0,4.0,157.0,3
7322,Whitefield,1224.0,2.0,75.0,2
7323,Whitefield,1655.0,3.0,113.0,3
7325,Whitefield,4144.0,5.0,331.0,5
7328,Whitefield,1200.0,3.0,67.75,3
7329,Whitefield,2444.0,4.0,145.0,4
7330,Whitefield,1270.0,2.0,110.0,2
7331,Whitefield,1660.0,3.0,110.0,3
7332,Whitefield,1270.0,2.0,105.0,2
7334,Whitefield,1173.0,2.0,78.2,2
7335,Whitefield,1362.0,2.0,85.0,2
7337,Whitefield,1457.0,2.0,105.0,3
7338,Whitefield,1720.0,3.0,128.0,3
7342,Whitefield,1564.0,3.0,103.0,3
7346,Whitefield,1639.0,3.0,107.0,3
7347,Whitefield,1760.0,3.0,139.0,3
7348,Whitefield,613.0,1.0,48.0,1
7349,Whitefield,1730.0,3.0,125.0,3
7351,Whitefield,877.0,1.0,59.0,1
7355,Yelachenahalli,1464.0,2.0,105.0,3
7356,Yelachenahalli,2400.0,1.0,150.0,2
7357,Yelachenahalli,1700.0,3.0,130.0,3
7358,Yelachenahalli,1080.0,2.0,55.0,2
7359,Yelachenahalli,1400.0,2.0,78.0,2
7360,Yelachenahalli,1330.0,3.0,73.5,3
7361,Yelachenahalli,800.0,1.0,30.0,2
7362,Yelachenahalli,1100.0,2.0,60.0,2
7363,Yelachenahalli,1365.0,2.0,72.0,3
7364,Yelachenahalli,1103.0,2.0,55.0,2
7365,Yelachenahalli,1000.0,2.0,50.0,2
7367,Yelahanka,1326.0,2.0,78.0,2
7368,Yelahanka,3050.0,5.0,213.0,5
7375,Yelahanka,1705.0,3.0,95.0,3
7377,Yelahanka,1234.0,2.0,80.0,2
7378,Yelahanka,1315.0,2.0,85.0,2
7379,Yelahanka,1170.0,2.0,62.5,2
7381,Yelahanka,697.0,1.0,45.0,1
7384,Yelahanka,2195.0,4.0,127.0,3
7386,Yelahanka,1614.0,3.0,95.0,3
7388,Yelahanka,628.0,1.0,24.0,1
7391,Yelahanka,654.0,1.0,38.4,1
7399,Yelahanka,1825.0,3.0,105.0,3
7400,Yelahanka,1603.0,3.0,96.0,3
7401,Yelahanka,1304.0,2.0,79.0,2
7407,Yelahanka,1517.0,3.0,76.3,3
7411,Yelahanka,1327.0,2.0,85.0,2
7414,Yelahanka,1566.0,3.0,97.0,3
7416,Yelahanka,1270.0,2.0,78.0,2
7417,Yelahanka,1400.0,2.0,80.54,3
7419,Yelahanka,1322.0,2.0,86.0,2
7420,Yelahanka,1100.0,2.0,70.0,2
7421,Yelahanka,1200.0,2.0,70.0,2
7423,Yelahanka,4000.0,5.0,220.0,5
7424,Yelahanka,2675.0,4.0,140.0,4
7426,Yelahanka,654.0,1.0,37.0,1
7427,Yelahanka,1465.0,3.0,80.01,3
7431,Yelahanka,1692.0,3.0,83.0,3
7436,Yelahanka,2145.0,3.0,125.0,3
7438,Yelahanka,1322.0,2.0,75.0,2
7441,Yelahanka,602.0,1.0,26.0,1
7442,Yelahanka,1100.0,2.0,60.0,2
7443,Yelahanka,1614.0,2.0,100.0,3
7444,Yelahanka,1890.0,3.0,108.0,3
7445,Yelahanka,1556.0,3.0,86.0,3
7446,Yelahanka,1610.0,4.0,85.0,3
7452,Yelahanka,1859.0,3.0,108.0,3
7454,Yelahanka,1322.0,2.0,80.0,2
7458,Yelahanka,2600.0,4.0,175.0,4
7459,Yelahanka,1305.0,2.0,78.0,2
7461,Yelahanka,1711.0,3.0,85.61,3
7462,Yelahanka,1315.0,2.0,75.0,2
7463,Yelahanka,3600.0,6.0,200.0,6
7466,Yelahanka,1614.0,3.0,95.0,3
7467,Yelahanka,1650.0,3.0,105.0,3
7472,Yelahanka,3990.0,4.0,260.0,4
7473,Yelahanka,1620.0,3.0,90.0,3
7474,Yelahanka,654.0,1.0,36.25,1
7475,Yelahanka,1614.0,3.0,93.0,3
7476,Yelahanka,694.0,1.0,30.84,1
7477,Yelahanka,1115.0,2.0,60.0,2
7478,Yelahanka,2317.0,4.0,140.0,3
7479,Yelahanka,1653.0,3.0,93.0,3
7480,Yelahanka,654.0,1.0,38.0,1
7482,Yelahanka,1445.0,2.0,82.0,2
7484,Yelahanka,602.0,1.0,38.0,1
7485,Yelahanka,697.0,1.0,35.0,1
7487,Yelahanka,682.0,1.0,36.23,1
7489,Yelahanka,1560.0,2.0,98.0,3
7490,Yelahanka,1780.0,3.0,107.0,3
7491,Yelahanka,1342.0,2.0,75.0,3
7492,Yelahanka,1823.0,3.0,103.0,3
7493,Yelahanka,1792.0,3.0,104.0,3
7494,Yelahanka,1304.0,2.0,69.97,2
7497,Yelahanka,1300.0,2.0,69.23,2
7498,Yelahanka,1705.0,3.0,91.0,3
7500,Yelahanka,1835.0,3.0,108.0,3
7501,Yelahanka,1847.0,3.0,92.0,3
7503,Yelahanka,1890.0,3.0,109.0,3
7504,Yelahanka,700.0,1.0,38.0,1
7505,Yelahanka,1491.0,3.0,85.0,3
7506,Yelahanka,2088.0,5.0,110.0,4
7507,Yelahanka,1330.0,2.0,93.65,2
7510,Yelahanka,3019.0,6.0,190.0,4
7512,Yelahanka,1600.0,3.0,100.0,3
7516,Yelahanka,1705.0,3.0,85.0,3
7517,Yelahanka,1350.0,2.0,85.0,3
7519,Yelahanka,1633.0,3.0,110.0,3
7520,Yelahanka,827.5,1.0,42.535,1
7522,Yelahanka,1355.0,2.0,75.0,3
7524,Yelahanka,1756.0,3.0,125.0,3
7527,Yelahanka,1104.0,2.0,58.0,2
7529,Yelahanka,1175.0,2.0,67.77,2
7530,Yelahanka,1322.0,2.0,77.9,2
7531,Yelahanka,602.0,1.0,33.0,1
7532,Yelahanka,1315.0,2.0,77.0,2
7535,Yelahanka,567.0,1.0,25.0,1
7537,Yelahanka,602.0,2.0,30.0,1
7539,Yelahanka,1234.0,2.0,80.0,2
7542,Yelahanka,1267.0,3.0,78.0,2
7543,Yelahanka,1360.0,2.0,78.19,2
7545,Yelahanka New Town,650.0,1.0,33.0,1
7546,Yelahanka New Town,500.0,1.0,20.0,1
7547,Yelahanka New Town,440.0,1.0,16.5,1
7548,Yelahanka New Town,550.0,2.0,26.0,2
7549,Yelahanka New Town,1610.0,3.0,92.0,3
7550,Yelahanka New Town,1700.0,3.0,90.0,3
7551,Yelahanka New Town,650.0,1.0,20.0,1
7552,Yelahanka New Town,350.0,1.0,13.5,1
7553,Yelahanka New Town,1541.0,3.0,80.0,3
7554,Yelahanka New Town,1385.0,2.0,65.0,2
7555,Yelahanka New Town,500.0,2.0,24.0,1
7556,Yelahanka New Town,650.0,1.0,17.0,1
7557,Yelahanka New Town,450.0,1.0,16.0,1
7559,Yelahanka New Town,960.0,2.0,50.0,2
7561,Yelahanka New Town,1209.0,2.0,65.0,3
7562,Yelahanka New Town,1400.0,2.0,80.0,3
7563,Yelahanka New Town,450.0,1.0,15.0,1
7564,Yelahanka New Town,500.0,1.0,18.0,1
7565,Yelahanka New Town,1420.0,2.0,75.0,3
7567,Yelahanka New Town,284.0,1.0,8.0,1
7568,Yelahanka New Town,2200.0,2.0,180.0,2
7569,Yelahanka New Town,488.0,1.0,20.0,1
7570,Yelahanka New Town,1100.0,2.0,58.0,2
7573,Yelahanka New Town,1000.0,2.0,44.0,2
7574,Yelahanka New Town,650.0,1.0,18.0,1
7576,Yelahanka New Town,1740.0,3.0,150.0,3
7577,Yelahanka New Town,1290.0,2.0,70.0,2
7580,Yeshwanthpur,1693.0,3.0,108.0,3
7581,Yeshwanthpur,667.0,1.0,36.85,1
7582,Yeshwanthpur,1950.0,4.0,130.0,4
7584,Yeshwanthpur,665.0,1.0,36.85,1
7588,Yeshwanthpur,671.0,1.0,36.85,1
7589,Yeshwanthpur,1852.0,3.0,160.0,3
7590,Yeshwanthpur,1277.5,2.0,95.815,2
7591,Yeshwanthpur,668.0,1.0,36.85,1
